# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:14:16 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
Kepler-1698 b,0,1.21069328,0.019900,,,,0.000000,800.22,1356,,5019.00,0.75,0.72,-0.220,,4.55,,0.5078
Kepler-1699 b,0,3.49078588,0.041800,,,,0.000000,245.65,1010,,5496.00,0.72,0.81,-0.460,,4.62,,9.9411
Kepler-1699 b,0,3.49078588,,,,,,,,,5575.53,,,0.225,,,,
Kepler-1699 b,0,3.49078834,0.041700,,,,0.000000,249.21,1013,,5513.00,0.72,0.79,-0.480,,4.62,,7.7568
Kepler-1699 b,0,3.49078834,0.041700,,,,0.000000,249.21,1013,,5513.00,0.72,0.79,-0.480,,4.62,,7.7568
Kepler-1699 b,0,3.49078834,0.041700,,,,0.000000,249.21,1013,,5513.00,0.72,0.79,-0.480,,4.62,,7.7568
Kepler-1699 b,0,3.49082000,,,,,,,,,5575.53,,,0.225,,,,
Kepler-1699 b,0,3.49079807,,,,,,,,,5575.53,,,0.225,,,,
Kepler-17 b,0,1.48571080,0.025910,778.65000,778.65000,1.35000,0.011000,,1570,,5781.00,1.01,1.04,0.260,0.012,4.45,,1.4217
Kepler-17 b,0,1.48571095,,,,,,,,,5680.00,1.01,1.03,0.230,,4.44,3.720,
Kepler-17 b,0,1.48571099,,,,,,,,,5781.00,1.01,1.04,0.260,0.012,4.45,,1.4217
Kepler-17 b,0,1.48571095,0.025700,,,,0.000000,1404.81,1561,,5624.00,1.02,1.02,0.300,,4.43,,1.5548
Kepler-17 b,0,1.48571095,0.025700,,,,0.000000,1404.81,1561,,5624.00,1.02,1.02,0.300,,4.43,,1.5548
Kepler-17 b,0,1.48571127,0.026000,,,,0.000000,,1621,,5787.00,1.05,1.12,,,4.45,1.030,
Kepler-17 b,0,1.48571095,0.025700,,,,0.000000,1404.81,1561,,5624.00,1.02,1.02,0.300,,4.43,,1.5548
Kepler-17 b,0,1.48571099,,,,,,,,,5781.00,1.01,1.04,0.260,0.012,4.45,,1.4217
Kepler-17 b,0,1.48571092,,,,,,,,,5781.00,1.01,1.04,0.260,0.012,4.45,,1.4217
Kepler-17 b,0,,,,,,,1481.77,,,5722.00,1.01,,,,,,
Kepler-17 b,0,1.48571080,0.026050,743.72220,743.72220,1.29542,,,1712,,5781.00,0.98,1.07,0.260,,4.48,1.500,1.5790
Kepler-17 b,0,1.48571091,0.026800,785.04010,785.04010,1.30000,0.020000,,,,5781.00,1.05,1.16,0.260,,,1.800,
Kepler-17 b,0,1.48571099,0.025700,,,,0.000000,1404.81,1562,,5624.00,1.02,1.02,0.300,,4.43,,1.5236
Kepler-170 b,0,7.93058775,0.080000,,,,0.000000,140.16,878,,5655.00,0.99,1.08,0.440,,4.48,,0.8967
Kepler-170 b,0,7.93057150,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-170 b,0,7.93057525,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-170 b,0,7.93100000,,82.60000,82.60000,,,,,,,0.99,1.08,,,,,
Kepler-170 b,0,7.93058775,,,,,,,,,5600.00,1.00,1.03,0.310,,4.45,3.630,
Kepler-170 b,0,7.93058775,0.080000,,,,0.000000,140.16,878,,5655.00,0.99,1.08,0.440,,4.48,,0.8967
Kepler-170 b,0,7.93056300,0.080000,,,,0.000000,,901,,5679.00,1.03,1.09,,,4.45,1.800,
Kepler-170 b,0,7.93058775,0.080000,,,,0.000000,140.16,878,,5655.00,0.99,1.08,0.440,,4.48,,0.8967
Kepler-170 b,0,7.93058352,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-170 b,0,7.93059200,0.080000,,,,,,,,5679.00,1.03,,,,4.45,,
Kepler-170 b,0,7.93058352,0.080000,,,,0.000000,154.36,899,,5674.00,1.03,1.09,0.480,,4.45,,0.9134
Kepler-170 b,0,,,,,,,136.52,,,5573.00,1.00,,,,,,
Kepler-170 c,0,16.66591162,0.131200,,,,0.000000,52.11,685,,5655.00,0.99,1.08,0.440,,4.48,,2.0854
Kepler-170 c,0,16.66584000,0.131000,,,,0.000000,,704,,5679.00,1.03,1.09,,,4.45,1.800,
Kepler-170 c,0,16.66594066,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-170 c,0,16.66591162,0.131200,,,,0.000000,52.11,685,,5655.00,0.99,1.08,0.440,,4.48,,2.0854
Kepler-170 c,0,16.66586300,0.131000,,,,,,,,5679.00,1.03,,,,4.45,,
Kepler-170 c,0,16.66600000,,,,,,,,,,0.99,1.08,,,,,
Kepler-170 c,0,,,,,,,50.68,,,5573.00,1.00,,,,,,
Kepler-170 c,0,16.66589940,0.131300,,,,0.000000,57.31,702,,5674.00,1.03,1.09,0.480,,4.45,,1.5415
Kepler-170 c,0,16.66591162,0.131200,,,,0.000000,52.11,685,,5655.00,0.99,1.08,0.440,,4.48,,2.0854
Kepler-170 c,0,16.66591162,,,,,,,,,5600.00,1.00,1.03,0.310,,4.45,3.630,
Kepler-170 c,0,16.66591630,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-170 c,0,16.66589940,,,,,,,,,5483.00,1.04,0.96,,-0.055,4.39,,1.2006
Kepler-1700 b,0,234.24425700,0.801700,,,,0.000000,2.99,335,,6299.00,1.17,1.25,0.210,,4.40,,0.0604
Kepler-1700 b,0,234.24231655,,,,,,,,,6031.00,1.09,1.12,,0.154,4.41,,1.2069
Kepler-1700 b,0,234.24073900,0.757600,,,,0.000000,2.77,329,,5814.00,1.25,1.05,0.160,,4.27,,0.0586
Kepler-1700 b,0,234.24073900,,,,,,,,,6031.00,1.09,1.12,,0.154,4.41,,1.2069
Kepler-1700 b,0,234.24425700,0.801700,,,,0.000000,2.99,335,,6299.00,1.17,1.25,0.210,,4.40,,0.0604
Kepler-1700 b,0,234.24425700,0.801700,,,,0.000000,2.99,335,,6299.00,1.17,1.25,0.210,,4.40,,0.0604
Kepler-1700 b,0,234.23900000,,,,,,,,,6031.00,1.09,1.12,,0.154,4.41,,1.2069
Kepler-1701 b,0,169.13505600,,,,,,,,,5146.00,0.84,0.87,0.030,-0.351,4.53,,2.0678
Kepler-1701 b,0,169.13505600,0.560800,,,,0.000000,1.31,273,,5171.00,0.80,0.82,0.000,,4.54,,0.6728
Kepler-1701 b,0,169.13345500,0.568900,,,,0.000000,1.41,278,,5380.00,0.78,0.86,-0.140,,4.59,,2.2851
Kepler-1701 b,0,169.13400000,,,,,,,,,5146.00,0.84,0.87,0.030,-0.351,4.53,,2.0678
Kepler-1701 b,0,169.13345500,0.568900,,,,0.000000,1.41,278,,5380.00,0.78,0.86,-0.140,,4.59,,2.2851
Kepler-1701 b,0,169.13399905,,,,,,,,,5146.00,0.84,0.87,0.030,-0.351,4.53,,2.0678
Kepler-1701 b,0,169.13345500,0.568900,,,,0.000000,1.41,278,,5380.00,0.78,0.86,-0.140,,4.59,,2.2851
Kepler-1702 b,0,18.50108980,,,,,,,,,5093.00,0.73,0.85,,-0.496,4.65,,3.1350
Kepler-1702 b,0,18.50101970,0.128100,,,,0.000000,22.81,557,,5243.00,0.74,0.83,-0.200,,4.61,,4.7216
Kepler-1702 b,0,18.50120000,,,,,,,,,5093.00,0.73,0.85,,-0.496,4.65,,3.1350
Kepler-1702 b,0,18.50108980,0.127500,,,,0.000000,22.40,555,,5242.00,0.73,0.81,-0.240,,4.61,,1.8466
Kepler-1702 b,0,18.50101970,0.128100,,,,0.000000,22.81,557,,5243.00,0.74,0.83,-0.200,,4.61,,4.7216
Kepler-1702 b,0,18.50101970,0.128100,,,,0.000000,22.81,557,,5243.00,0.74,0.83,-0.200,,4.61,,4.7216
Kepler-1704 b,0,988.88113000,2.026000,1318.98789,1318.98789,4.06000,0.921000,0.34,254,,5745.00,1.70,1.13,0.196,0.452,4.03,7.400,0.3250
Kepler-1704 b,0,600.00000000,1.467000,,,,0.000000,,258,,5757.00,1.52,1.17,,,4.14,5.400,
Kepler-1704 b,0,988.88111770,2.009100,,,,0.000000,0.58,223,,5755.00,1.55,1.10,0.240,,4.10,,45.9275
Kepler-1704 b,0,988.88111770,2.009100,,,,0.000000,0.58,223,,5755.00,1.55,1.10,0.240,,4.10,,45.9275
Kepler-1704 b,0,988.88111770,,,,,,,,,5725.02,1.73,1.02,0.146,0.460,3.97,,0.2799
Kepler-1709 b,0,65.70460002,0.325100,,,,0.000000,10.02,454,,5952.00,0.97,1.06,0.020,,4.49,,10.0291
Kepler-1709 b,0,65.70454870,,,,,,,,,5789.91,1.14,1.04,0.046,0.115,4.34,,1.0015
Kepler-1709 b,0,65.70452750,0.319200,,,,0.000000,11.72,472,,5918.00,1.04,1.00,-0.040,,4.40,,7.2716
Kepler-1709 b,0,65.70452750,,,,,,,,,5789.91,1.14,1.04,0.046,0.115,4.34,,1.0015
Kepler-1709 b,0,65.70460002,0.325100,,,,0.000000,10.02,454,,5952.00,0.97,1.06,0.020,,4.49,,10.0291
Kepler-1709 b,0,65.70462000,0.327000,,,,0.000000,,469,,5952.00,1.04,1.08,,,4.43,2.200,
Kepler-1709 b,0,65.70460002,0.325100,,,,0.000000,10.02,454,,5952.00,0.97,1.06,0.020,,4.49,,10.0291
Kepler-1709 b,0,65.70459747,,,,,,,,,5918.00,1.04,1.00,-0.040,,4.40,,7.2716
Kepler-171 b,0,,,,,,,304.18,,,5529.00,0.94,,,,,,
Kepler-171 b,0,4.16696961,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 b,0,4.16696628,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 b,0,4.16695783,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 b,0,4.16697200,0.050000,,,,,,,,5642.00,0.84,,,,4.57,,
Kepler-171 b,0,4.16696217,,,,,,,,,5949.00,1.09,1.07,0.050,,4.40,3.470,
Kepler-171 b,0,4.16693700,0.050000,,,,0.000000,,1012,,5632.00,0.83,0.93,,,4.57,0.700,
Kepler-171 b,0,4.16696217,0.049100,,,,0.000000,259.58,1024,,5641.00,0.83,0.91,-0.160,,4.56,,1.8700
Kepler-171 b,0,4.16696628,0.049200,,,,0.000000,291.34,1053,,5456.00,0.94,0.91,0.140,,4.45,,1.8271
Kepler-171 b,0,4.16696217,0.049100,,,,0.000000,259.58,1024,,5641.00,0.83,0.91,-0.160,,4.56,,1.8700
Kepler-171 b,0,4.16696217,0.049100,,,,0.000000,259.58,1024,,5641.00,0.83,0.91,-0.160,,4.56,,1.8700
Kepler-171 c,0,11.46347165,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 c,0,11.46352700,0.097000,,,,0.000000,,727,,5632.00,0.83,0.93,,,4.57,0.700,
Kepler-171 c,0,11.46346200,0.098000,,,,,,,,5642.00,0.84,,,,4.57,,
Kepler-171 c,0,11.46347335,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 c,0,,,,,,,78.91,,,5529.00,0.94,,,,,,
Kepler-171 c,0,11.46347360,,,,,,,,,5949.00,1.09,1.07,0.050,,4.40,3.470,
Kepler-171 c,0,11.46347360,0.096300,,,,0.000000,67.48,731,,5641.00,0.83,0.91,-0.160,,4.56,,6.2880
Kepler-171 c,0,11.46347360,0.096300,,,,0.000000,67.48,731,,5641.00,0.83,0.91,-0.160,,4.56,,6.2880
Kepler-171 c,0,11.46347360,0.096300,,,,0.000000,67.48,731,,5641.00,0.83,0.91,-0.160,,4.56,,6.2880
Kepler-171 c,0,11.46347165,0.096600,,,,0.000000,75.57,752,,5456.00,0.94,0.91,0.140,,4.45,,5.9160
Kepler-171 c,0,11.46344672,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 d,0,39.59551900,0.223000,,,,,,,,5642.00,0.84,,,,4.57,,
Kepler-171 d,0,39.60275510,0.220200,,,,0.000000,12.91,483,,5641.00,0.83,0.91,-0.160,,4.56,,0.6517
Kepler-171 d,0,39.60340000,0.220800,,,,0.000000,14.47,497,,5456.00,0.94,0.91,0.140,,4.45,,1.2534
Kepler-171 d,0,,,,,,,15.10,,,5529.00,0.94,,,,,,
Kepler-171 d,0,39.60340000,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 d,0,39.60275510,,,,,,,,,5949.00,1.09,1.07,0.050,,4.40,3.470,
Kepler-171 d,0,39.59492000,0.222000,,,,0.000000,,480,,5632.00,0.83,0.93,,,4.57,0.700,
Kepler-171 d,0,39.60662934,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 d,0,39.60275510,0.220200,,,,0.000000,12.91,483,,5641.00,0.83,0.91,-0.160,,4.56,,0.6517
Kepler-171 d,0,39.59686550,,,,,,,,,5521.00,1.00,0.97,0.110,-0.079,4.43,,1.3767
Kepler-171 d,0,39.60275510,0.220200,,,,0.000000,12.91,483,,5641.00,0.83,0.91,-0.160,,4.56,,0.6517
Kepler-1710 b,0,14.91095504,,,,,,,,,5572.00,0.91,0.98,-0.070,-0.143,4.51,,1.8354
Kepler-1710 b,0,14.91075500,0.115000,,,,0.000000,,703,,5531.00,0.95,0.91,,,4.44,9.100,
Kepler-1710 b,0,14.91095177,,,,,,,,,5572.00,0.91,0.98,-0.070,-0.143,4.51,,1.8354
Kepler-1710 b,0,14.91094205,0.116700,,,,0.000000,49.29,676,,5653.00,0.86,0.95,-0.040,,4.55,,3.6348
Kepler-1710 b,0,14.91094205,0.116700,,,,0.000000,49.29,676,,5653.00,0.86,0.95,-0.040,,4.55,,3.6348
Kepler-1710 b,0,14.91094205,0.116700,,,,0.000000,49.29,676,,5653.00,0.86,0.95,-0.040,,4.55,,3.6348
Kepler-1710 b,0,14.91095177,0.115900,,,,0.000000,54.87,694,,5650.00,0.90,0.93,-0.040,,4.50,,3.7025
Kepler-1710 b,0,14.91110039,,,,,,,,,5650.00,0.90,0.93,-0.040,,4.50,,3.7025
Kepler-1711 b,0,21.06075303,,,,,,,,,5745.26,1.09,,-0.021,,,,
Kepler-1711 b,0,21.06070720,,,,,,,,,5745.26,1.09,,-0.021,,,,
Kepler-1711 b,0,21.06075647,0.146700,,,,0.000000,52.10,685,,5757.00,1.07,0.95,-0.020,,4.36,,0.7559
Kepler-1711 b,0,21.06080055,,,,,,,,,5706.00,1.03,0.94,0.000,,4.38,,1.2317
Kepler-1711 b,0,21.06075647,0.146700,,,,0.000000,52.10,685,,5757.00,1.07,0.95,-0.020,,4.36,,0.7559
Kepler-1711 b,0,21.06075303,0.146300,,,,0.000000,47.39,669,,5706.00,1.03,0.94,0.000,,4.38,,1.2317
Kepler-1711 b,0,21.06046000,0.149000,,,,0.000000,,678,,5758.00,1.06,1.00,,,4.38,6.600,
Kepler-1711 b,0,21.06075647,0.146700,,,,0.000000,52.10,685,,5757.00,1.07,0.95,-0.020,,4.36,,0.7559
Kepler-1712 b,0,13.81505985,,,,,,,,,3833.00,0.58,0.57,,-1.179,4.67,,4.0773
Kepler-1712 b,0,13.81504449,0.090300,,,,0.000000,5.52,391,,3732.00,0.51,0.52,0.020,,4.74,,1.6603
Kepler-1712 b,0,13.81505213,0.090100,,,,0.000000,5.18,385,,3741.00,0.49,0.51,0.030,,4.76,,0.8601
Kepler-1712 b,0,13.81505800,0.091000,,,,0.000000,,413,,3954.00,0.51,0.53,,,4.75,13.800,
Kepler-1712 b,0,13.81499958,,,,,,,,,3732.00,0.51,0.52,0.020,,4.74,,1.6603
Kepler-1712 b,0,13.81505213,0.090100,,,,0.000000,5.18,385,,3741.00,0.49,0.51,0.030,,4.76,,0.8601
Kepler-1712 b,0,13.81505213,0.090100,,,,0.000000,5.18,385,,3741.00,0.49,0.51,0.030,,4.76,,0.8601
Kepler-1712 b,0,13.81504449,,,,,,,,,3833.00,0.58,0.57,,-1.179,4.67,,4.0773
Kepler-1713 b,0,18.01160049,,,,,,,,,6477.00,1.46,1.30,0.100,,4.22,,0.0355
Kepler-1713 b,0,18.01164974,0.146900,,,,0.000000,155.37,900,,6477.00,1.46,1.30,0.100,,4.22,,0.0355
Kepler-1713 b,0,18.01134000,0.145000,,,,0.000000,,826,,6364.00,1.26,1.24,,,4.33,1.450,
Kepler-1713 b,0,18.01167665,0.147400,,,,0.000000,150.48,893,,6463.00,1.45,1.32,0.090,,4.24,,0.0432
Kepler-1713 b,0,18.01167665,0.147400,,,,0.000000,150.48,893,,6463.00,1.45,1.32,0.090,,4.24,,0.0432
Kepler-1713 b,0,18.01167665,0.147400,,,,0.000000,150.48,893,,6463.00,1.45,1.32,0.090,,4.24,,0.0432
Kepler-1713 b,0,18.01162316,,,,,,,,,6334.80,1.45,1.25,-0.113,0.486,4.21,,0.5748
Kepler-1713 b,0,18.01164974,,,,,,,,,6334.80,1.45,1.25,-0.113,0.486,4.21,,0.5748
Kepler-1714 b,0,10.27531708,0.105500,,,,0.000000,522.13,1219,,6174.00,2.11,1.49,0.220,,3.96,,0.2116
Kepler-1714 b,0,10.27531321,,,,,,,,,6088.22,2.16,1.14,0.116,0.760,3.83,,0.1603
Kepler-1714 b,0,10.27531708,0.105500,,,,0.000000,522.13,1219,,6174.00,2.11,1.49,0.220,,3.96,,0.2116
Kepler-1714 b,0,10.27532513,0.104700,,,,0.000000,508.21,1211,,6150.00,2.09,1.45,0.220,,3.96,,0.3095
Kepler-1714 b,0,10.27532513,,,,,,,,,6088.22,2.16,1.14,0.116,0.760,3.83,,0.1603
Kepler-1714 b,0,10.27539400,0.104000,,,,0.000000,,1163,,6088.00,1.95,1.41,,,4.01,3.050,
Kepler-1714 b,0,10.27530003,,,,,,,,,6150.00,2.09,1.45,0.220,,3.96,,0.3095
Kepler-1714 b,0,10.27531708,0.105500,,,,0.000000,522.13,1219,,6174.00,2.11,1.49,0.220,,3.96,,0.2116
Kepler-1715 b,0,35.59713982,0.219300,,,,0.000000,33.49,613,,6210.00,1.10,1.11,-0.020,,4.40,,0.5978
Kepler-1715 b,0,35.59696840,0.217800,,,,0.000000,41.06,646,,6212.00,1.21,1.08,-0.040,,4.31,,0.1306
Kepler-1715 b,0,35.59718657,,,,,,,,,6033.33,1.48,1.12,-0.045,0.417,4.15,,0.4880
Kepler-1715 b,0,35.59730148,,,,,,,,,6212.00,1.21,1.08,-0.040,,4.31,,0.1306
Kepler-1715 b,0,35.59713982,0.219300,,,,0.000000,33.49,613,,6210.00,1.10,1.11,-0.020,,4.40,,0.5978
Kepler-1715 b,0,35.59696840,,,,,,,,,6033.33,1.48,1.12,-0.045,0.417,4.15,,0.4880
Kepler-1715 b,0,35.59713982,0.219300,,,,0.000000,33.49,613,,6210.00,1.10,1.11,-0.020,,4.40,,0.5978
Kepler-1715 b,0,35.59743000,0.227000,,,,0.000000,,643,,6323.00,1.21,1.23,,,4.37,0.820,
Kepler-1716 b,0,35.58355458,0.185500,,,,0.000000,6.22,403,,4741.00,0.69,0.67,-0.240,,4.59,,1.9285
Kepler-1716 b,0,35.58355458,0.185500,,,,0.000000,6.22,403,,4741.00,0.69,0.67,-0.240,,4.59,,1.9285
Kepler-1716 b,0,35.58349688,0.191600,,,,0.000000,6.54,408,,4894.00,0.68,0.75,-0.240,,4.64,,5.1263
Kepler-1716 b,0,35.58944000,0.188000,,,,0.000000,,392,,4789.00,0.65,0.70,,,4.66,7.900,
Kepler-1716 b,0,35.58349688,,,,,,,,,4813.46,0.70,0.78,-0.104,-0.624,4.64,,3.1838
Kepler-1716 b,0,35.58059621,,,,,,,,,4813.46,0.70,0.78,-0.104,-0.624,4.64,,3.1838
Kepler-1716 b,0,35.58100128,,,,,,,,,4894.00,0.68,0.75,-0.240,,4.64,,5.1263
Kepler-1716 b,0,35.58355458,0.185500,,,,0.000000,6.22,403,,4741.00,0.69,0.67,-0.240,,4.59,,1.9285
Kepler-1717 b,0,30.65289350,,,,,,,,,6591.89,1.52,1.37,-0.060,0.593,4.21,,0.5527
Kepler-1717 b,0,30.65293730,0.210100,,,,0.000000,83.32,771,,6823.00,1.38,1.32,-0.100,,4.28,,2.2159
Kepler-1717 b,0,30.65293730,0.210100,,,,0.000000,83.32,771,,6823.00,1.38,1.32,-0.100,,4.28,,2.2159
Kepler-1717 b,0,30.65279961,,,,,,,,,6200.00,1.64,1.16,-0.060,,4.07,,0.8895
Kepler-1717 b,0,30.65268000,0.211000,,,,0.000000,,751,,6858.00,1.30,1.33,,,4.33,0.330,
Kepler-1717 b,0,30.65299127,,,,,,,,,6591.89,1.52,1.37,-0.060,0.593,4.21,,0.5527
Kepler-1717 b,0,30.65293730,0.210100,,,,0.000000,83.32,771,,6823.00,1.38,1.32,-0.100,,4.28,,2.2159
Kepler-1717 b,0,30.65289350,0.201400,,,,0.000000,87.69,780,,6200.00,1.64,1.16,-0.060,,4.07,,0.8895
Kepler-1718 b,0,135.18799340,,,,,,,,,5839.24,0.93,1.05,-0.308,-0.040,4.52,,1.8265
Kepler-1718 b,0,135.18782340,0.475600,,,,0.000000,4.12,363,,5712.00,0.99,0.78,-0.440,,4.34,,1.7171
Kepler-1718 b,0,135.18805549,,,,,,,,,5839.24,0.93,1.05,-0.308,-0.040,4.52,,1.8265
Kepler-1718 b,0,135.18799340,0.487800,,,,0.000000,3.33,345,,5731.00,0.91,0.85,-0.320,,4.45,,1.7807
Kepler-1718 b,0,135.18782340,0.475600,,,,0.000000,4.12,363,,5712.00,0.99,0.78,-0.440,,4.34,,1.7171
Kepler-1718 b,0,135.18800350,,,,,,,,,5731.00,0.91,0.85,-0.320,,4.45,,1.7807
Kepler-1718 b,0,135.18782340,0.475600,,,,0.000000,4.12,363,,5712.00,0.99,0.78,-0.440,,4.34,,1.7171
Kepler-1718 b,0,135.18980000,0.487000,,,,0.000000,,344,,5714.00,0.91,0.84,,,4.45,10.400,
Kepler-1719 b,0,6.14955299,0.067400,,,,0.000000,649.26,1287,,5687.00,1.77,1.08,0.040,,3.97,,0.1544
Kepler-1719 b,0,6.14955931,,,,,,,,,5752.63,1.84,1.03,0.092,0.526,3.92,,0.2317
Kepler-1719 b,0,6.14936200,0.068000,,,,0.000000,,1214,,5707.00,1.58,1.09,,,4.08,7.700,
Kepler-1719 b,0,6.14955299,0.067400,,,,0.000000,649.26,1287,,5687.00,1.77,1.08,0.040,,3.97,,0.1544
Kepler-1719 b,0,6.14955931,0.067400,,,,0.000000,649.26,1287,,5687.00,1.77,1.08,0.040,,3.97,,0.2582
Kepler-1719 b,0,6.14955299,0.067400,,,,0.000000,649.26,1287,,5687.00,1.77,1.08,0.040,,3.97,,0.1544
Kepler-1719 b,0,6.14956575,,,,,,,,,5752.63,1.84,1.03,0.092,0.526,3.92,,0.2317
Kepler-1719 b,0,6.14955997,,,,,,,,,5687.00,1.77,1.08,0.040,,3.97,,0.2582
Kepler-172 b,0,2.94028478,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 b,0,2.94030482,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 b,0,2.94030900,0.040000,,,,,,,,5526.00,1.08,,,,4.38,,
Kepler-172 b,0,2.94030411,,,,,,,,,5599.00,1.03,1.00,0.230,,4.41,6.460,
Kepler-172 b,0,2.94032100,0.038000,,,,0.000000,,1236,,5540.00,0.97,0.85,,,4.39,12.700,
Kepler-172 b,0,2.94030077,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 b,0,2.94030411,0.038900,,,,0.000000,582.69,1253,,5583.00,1.01,0.90,0.020,,4.39,,1.5866
Kepler-172 b,0,,,,,,,639.48,,,5613.00,1.06,,,,,,
Kepler-172 b,0,2.94030482,0.039700,,,,0.000000,588.66,1256,,5527.00,1.05,0.96,0.260,,4.38,,0.2849
Kepler-172 b,0,2.94030411,0.038900,,,,0.000000,582.69,1253,,5583.00,1.01,0.90,0.020,,4.39,,1.5866
Kepler-172 b,0,2.94030411,0.038900,,,,0.000000,582.69,1253,,5583.00,1.01,0.90,0.020,,4.39,,1.5866
Kepler-172 c,0,6.38900035,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 c,0,6.38898700,0.064000,,,,0.000000,,952,,5540.00,0.97,0.85,,,4.39,12.700,
Kepler-172 c,0,,,,,,,227.22,,,5613.00,1.06,,,,,,
Kepler-172 c,0,6.38901755,0.065200,,,,0.000000,207.42,968,,5583.00,1.01,0.90,0.020,,4.39,,1.5974
Kepler-172 c,0,6.38899658,0.066600,,,,0.000000,209.17,970,,5527.00,1.05,0.96,0.260,,4.38,,0.1927
Kepler-172 c,0,6.38901755,0.065200,,,,0.000000,207.42,968,,5583.00,1.01,0.90,0.020,,4.39,,1.5974
Kepler-172 c,0,6.38901755,,,,,,,,,5599.00,1.03,1.00,0.230,,4.41,6.460,
Kepler-172 c,0,6.38899658,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 c,0,6.38901755,0.065200,,,,0.000000,207.42,968,,5583.00,1.01,0.90,0.020,,4.39,,1.5974
Kepler-172 c,0,6.38899600,0.068000,,,,,,,,5526.00,1.08,,,,4.38,,
Kepler-172 c,0,6.38894797,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 d,0,14.62698952,0.113200,,,,0.000000,68.81,735,,5583.00,1.01,0.90,0.020,,4.39,,1.9866
Kepler-172 d,0,,,,,,,75.29,,,5613.00,1.06,,,,,,
Kepler-172 d,0,14.62698952,0.113200,,,,0.000000,68.81,735,,5583.00,1.01,0.90,0.020,,4.39,,1.9866
Kepler-172 d,0,14.62709685,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 d,0,14.62719000,0.111000,,,,0.000000,,723,,5540.00,0.97,0.85,,,4.39,12.700,
Kepler-172 d,0,14.62677024,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 d,0,14.62698952,,,,,,,,,5599.00,1.03,1.00,0.230,,4.41,6.460,
Kepler-172 d,0,14.62707812,,,,,,,,,5429.00,1.09,0.95,,-0.032,4.34,,1.0353
Kepler-172 d,0,14.62698952,0.113200,,,,0.000000,68.81,735,,5583.00,1.01,0.90,0.020,,4.39,,1.9866
